Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
466,MS,M,16,R,GT3,T,2,1,other,at_home,course,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,2,2,5,3,5.0,9,8,9
467,MS,M,16,R,GT3,T,2,1,at_home,teacher,other,mother,2,2,0,no,no,no,no,no,yes,yes,no,2,3,2,1,4,5,6.0,10,9,10
468,MS,M,17,U,LE3,T,4,4,at_home,teacher,course,father,1,1,0,no,no,no,yes,no,yes,yes,yes,4,4,4,1,1,2,2.0,17,16,16
469,GP,M,19,U,GT3,A,4,4,teacher,teacher,other,mother,1,2,0,no,no,no,no,yes,no,yes,yes,5,3,5,1,1,2,1.0,10,9,10
470,GP,F,17,R,GT3,A,4,3,teacher,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,3,5,1,3,5,10.0,13,13,13
471,MS,F,15,R,GT3,T,2,2,other,at_home,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,5,3,3,1.0,9,10,11
472,GP,F,16,U,GT3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,2,5,5,3.0,14,12,13
473,GP,F,15,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,2,1,5,0.0,13,13,13
474,MS,F,19,R,LE3,A,3,4,other,teacher,other,other,1,1,0,no,yes,no,yes,no,yes,yes,yes,1,3,2,1,1,5,3.0,12,13,12
475,GP,M,16,U,GT3,T,1,1,other,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,2,3,2,1.0,11,9,10
476,MS,M,15,R,LE3,A,2,2,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,2,5,1.0,8,9,10
477,GP,F,16,U,LE3,T,2,1,other,services,reputation,mother,2,1,0,yes,no,no,yes,yes,no,yes,yes,3,1,5,1,5,5,4.0,14,13,14
478,GP,M,18,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,no,yes,yes,yes,5,3,1,1,4,2,4.0,11,11,11
479,MS,F,16,R,LE3,T,2,2,other,services,other,father,2,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,2,4,1.0,12,10,11
480,GP,F,18,U,GT3,T,3,3,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,no,5,3,2,5,1,3,2.0,8,7,8
481,GP,F,15,U,LE3,T,3,2,services,services,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,4,3.0,10,11,10
482,GP,F,16,U,GT3,T,4,2,teacher,services,course,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5,5,3,1,2,4,1.0,16,16,16
483,GP,F,15,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,2,19.0,12,12,13
484,GP,M,16,R,LE3,T,3,3,other,services,other,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,4,2,3,4,3.0,16,17,18
485,GP,F,15,U,GT3,T,1,4,at_home,other,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,5,5,1,1,3,3.0,11,10,11
486,GP,F,18,U,GT3,T,3,3,at_home,services,course,mother,2,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,4.0,12,16,16
487,MS,M,17,R,GT3,T,4,4,other,health,course,father,4,1,0,no,yes,no,yes,yes,yes,yes,yes,5,1,3,1,3,5,2.0,8,10,10
488,MS,F,16,R,GT3,T,2,2,at_home,services,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,2,2,3,1,2,4,1.0,11,10,10
489,MS,M,15,R,GT3,T,1,1,other,other,home,mother,2,1,1,no,no,yes,yes,yes,yes,yes,yes,3,4,3,4,1,4,6.0,10,9,10
490,MS,F,17,R,GT3,T,1,1,other,services,other,mother,2,1,0,no,yes,no,no,no,yes,yes,yes,4,3,2,1,2,4,5.0,10,11,11
491,GP,F,16,R,GT3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,5,4,1,1,4,1.0,11,9,10
492,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,2,0,yes,yes,no,yes,yes,no,yes,no,5,4,2,1,1,5,4.0,9,10,9
493,GP,F,18,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,1,5,4,0.0,15,15,15
494,MS,M,15,R,GT3,T,4,4,teacher,teacher,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,4,1.0,14,14,15
495,GP,M,20,U,GT3,T,4,3,other,other,home,mother,2,2,1,no,yes,no,no,yes,no,yes,yes,5,3,1,1,3,5,13.0,9,8,10
496,MS,F,18,U,GT3,T,4,4,teacher,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,3,1,3,1,1,5,3.0,10,11,12
497,GP,F,15,U,GT3,T,2,2,services,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,2,1,5,0.0,15,15,15
498,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,3,3,3,3,3,2.0,15,14,17
499,GP,M,17,U,GT3,T,4,1,health,teacher,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,3,5,5,1,2,2,1.0,13,14,14
500,GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,1,1,5,1,5,8.0,13,13,13
501,GP,F,20,R,GT3,A,2,1,at_home,services,reputation,other,4,1,1,no,yes,no,no,yes,yes,yes,yes,5,3,4,1,1,5,9.0,9,10,11
502,GP,F,17,R,GT3,T,4,3,other,services,course,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,1,2,11.0,12,12,13
503,GP,M,16,U,LE3,T,4,4,other,services,reputation,father,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,2,13.0,12,10,11
504,GP,F,16,U,LE3,T,2,1,services,services,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,3,2,3,1,2,5,1.0,11,10,11
505,GP,M,16,U,LE3,T,3,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,5,1,5,2.0,14,17,17
506,GP,M,15,R,LE3,A,4,4,services,other,home,mother,1,3,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,2,5,5.0,13,13,13
507,GP,F,16,U,GT3,T,4,4,health,teacher,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,1,2,2.0,10,9,11
508,GP,F,15,R,GT3,T,1,2,other,other,course,father,2,1,0,yes,no,no,no,yes,yes,yes,no,4,2,3,1,2,2,8.0,14,14,15
509,GP,M,17,U,GT3,T,2,1,at_home,other,reputation,father,1,2,1,yes,no,no,no,no,yes,yes,no,3,3,2,1,3,1,1.0,14,15,15
510,GP,F,18,U,GT3,T,2,1,at_home,other,course,mother,1,1,0,no,no,yes,no,yes,yes,yes,yes,3,5,3,3,3,4,3.0,9,10,10
511,GP,F,17,U,GT3,A,4,2,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,3,4,3,2,1,1,5.0,15,15,16
512,GP,F,18,U,GT3,T,0,1,other,other,course,father,1,1,0,yes,no,no,yes,no,yes,yes,no,4,2,2,1,1,5,0.0,14,13,14
513,GP,F,19,U,GT3,T,4,4,health,other,home,other,2,2,0,no,no,no,yes,yes,no,yes,yes,3,4,4,1,2,5,2.0,11,9,10
514,MS,F,16,R,LE3,T,1,2,other,other,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,4,3,2,2,2,0.0,10,9,10
515,GP,F,15,U,LE3,T,2,2,at_home,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,5,3,4,1,3.0,13,14,14
516,MS,M,16,R,GT3,T,3,1,other,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,2,1,2,5,5.0,13,13,14
517,GP,M,18,U,GT3,T,2,2,other,at_home,course,mother,2,3,0,no,no,no,no,yes,yes,yes,no,4,3,3,3,1,4,0.0,13,11,11
518,GP,F,18,U,LE3,A,2,2,at_home,other,other,other,1,1,0,no,yes,no,yes,no,no,yes,yes,4,4,2,1,1,4,11.0,12,13,15
519,MS,F,15,U,LE3,T,4,4,other,teacher,reputation,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,5,3,5,9.0,10,11,12
520,MS,F,15,U,GT3,T,2,2,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,1,3,4,1,5,5.0,17,17,17
521,GP,F,17,R,GT3,T,2,2,services,other,other,father,1,2,0,no,no,no,no,no,yes,yes,no,2,5,3,1,1,1,3.0,14,14,15
522,MS,F,19,R,GT3,A,3,3,services,other,other,mother,3,2,0,no,no,no,no,no,no,yes,no,5,4,2,2,1,5,10.0,8,10,10
523,GP,F,15,U,GT3,T,2,2,other,services,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,2,4,2,1,2,1,1.0,14,17,17
524,GP,F,15,U,GT3,T,4,4,at_home,teacher,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,1,2,5,5,1.0,13,13,13
525,GP,M,19,R,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,no,yes,no,4,3,5,1,3,2,12.0,13,13,14
526,GP,F,18,U,GT3,T,2,2,services,other,course,father,2,2,0,no,no,no,yes,no,yes,yes,no,1,2,4,2,5,5,8.0,11,12,12
527,MS,F,20,U,LE3,T,4,1,teacher,other,other,other,1,1,2,no,yes,no,yes,no,no,yes,yes,4,3,4,1,2,3,3.0,7,7,0
528,GP,F,15,U,LE3,T,4,2,services,other,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,3,4,3,1,2,2,3.0,12,13,14
529,GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,3,1,3,16.0,13,13,14
530,GP,F,19,U,GT3,T,1,1,at_home,other,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,4,4,3,3,4,6.0,9,9,10
531,GP,F,16,U,GT3,A,1,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,5,5,2,5,1,5.0,15,14,17
532,GP,F,15,U,GT3,T,3,1,services,other,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,3,5,2,1,1,4,3.0,11,10,11
533,GP,F,17,U,GT3,T,4,4,other,health,reputation,father,1,1,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,3,2,0.0,18,18,18
534,GP,F,16,R,GT3,T,2,2,at_home,other,home,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,1,1,3,2,19.0,11,12,12
535,MS,M,17,R,GT3,T,3,2,other,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,yes,no,2,3,3,1,3,5,2.0,11,13,14
536,GP,M,16,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,2,5,6.0,11,12,14
537,GP,F,17,U,GT3,T,3,4,services,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,4,1,3,17.0,13,14,15
538,GP,F,15,R,LE3,A,4,4,teacher,other,reputation,mother,4,1,0,no,yes,no,yes,yes,yes,yes,yes,4,2,4,1,3,4,2.0,12,11,11
539,MS,M,17,U,LE3,T,3,3,other,other,other,father,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,2,2,1,1,5,4.0,10,10,10
540,GP,F,17,U,GT3,T,2,2,other,other,home,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,4,4.0,11,12,14
541,GP,M,16,U,LE3,T,2,1,other,other,home,father,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,2,2,3,3,5.0,14,13,13
542,GP,M,17,U,LE3,A,2,2,other,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,3,2,2,8.0,10,10,10
543,MS,F,18,R,LE3,A,1,1,at_home,other,course,mother,2,2,0,yes,no,no,yes,yes,no,yes,no,4,3,5,4,1,4,8.0,9,10,10
544,GP,F,17,U,LE3,T,2,1,at_home,other,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,3,4,3,4,2,3,0.0,14,17,17
545,GP,M,15,U,GT3,T,3,1,services,services,course,mother,2,4,0,no,yes,no,no,yes,yes,yes,no,3,5,5,1,2,3,5.0,15,16,16
546,MS,F,17,U,GT3,T,2,2,other,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,2,3,5,3.0,17,18,18
547,GP,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,3,13.0,13,12,13
548,GP,M,17,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,no,no,yes,yes,yes,4,4,3,1,2,1,2.0,14,17,17
549,GP,F,19,U,GT3,T,4,4,health,services,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,1,5,2,1,1,3,1.0,13,13,13
550,GP,F,16,U,GT3,T,3,2,services,at_home,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,2,2,21.0,10,10,10
551,GP,M,15,U,LE3,T,2,1,services,other,reputation,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,2,5,1,4,4,4.0,11,11,12
552,MS,M,16,R,GT3,T,3,3,other,other,course,mother,2,2,0,no,yes,no,no,yes,no,yes,no,3,3,5,1,2,5,11.0,10,10,16
553,MS,M,17,R,GT3,T,3,1,other,services,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,1,5,2,2,3,0.0,14,16,15
554,GP,M,17,U,LE3,T,4,3,other,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,1,5,1,3,5,1.0,11,9,10
555,MS,F,17,R,LE3,A,4,4,teacher,other,reputation,mother,3,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,2,1,5,1.0,10,11,12
556,MS,F,18,U,LE3,T,4,3,health,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,3,1,2,2.0,13,11,11
557,GP,F,16,R,GT3,T,1,2,at_home,services,other,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,4,3,1,4,5,0.0,13,13,14
558,MS,M,17,U,GT3,T,2,2,services,at_home,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,2,5,1.0,12,13,15
559,GP,F,17,U,GT3,T,2,2,other,other,course,mother,2,2,3,no,yes,no,yes,yes,yes,yes,no,4,5,4,1,4,5,12.0,10,11,11
560,MS,F,15,R,GT3,T,3,3,other,services,course,father,1,2,0,no,yes,no,yes,no,yes,yes,no,3,2,4,4,4,2,4.0,11,10,10
561,MS,M,16,U,GT3,T,3,4,at_home,services,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,2,3,3,5,1.0,7,7,0
562,MS,M,16,U,GT3,T,3,1,services,services,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,1,4,1,2,3,0.0,12,11,11
563,GP,M,15,U,GT3,T,2,2,other,at_home,reputation,mother,1,3,0,no,no,yes,yes,no,yes,yes,no,4,3,5,1,1,2,2.0,11,11,11
564,MS,F,18,U,GT3,T,1,1,other,services,reputation,father,1,1,1,no,yes,no,no,no,yes,yes,yes,3,5,3,1,4,2,1.0,7,9,10
565,GP,M,17,R,LE3,T,1,2,other,at_home,home,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,1,2,2,1,5,6.0,16,17,17
566,MS,F,15,R,GT3,T,2,1,services,services,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,5,3.0,13,12,14
567,GP,M,15,R,GT3,T,4,4,teacher,health,course,mother,1,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,2,1,4,3,2.0,11,10,10
568,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,2,1,1,no,yes,no,yes,no,yes,yes,yes,4,3,4,2,2,5,2.0,7,6,7
569,GP,F,15,U,LE3,T,3,2,other,at_home,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,4,5,1.0,10,10,1
570,MS,F,17,R,LE3,T,3,3,services,services,course,father,4,2,1,no,no,no,yes,yes,yes,yes,no,4,4,5,2,1,3,4.0,10,11,12
571,GP,F,15,U,LE3,T,4,4,teacher,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,3,4,1,4,5,1.0,12,12,13
572,GP,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,1,3,3,1,1,4,9.0,10,8,10
573,GP,F,15,R,GT3,T,4,4,health,other,course,mother,3,2,0,no,yes,no,no,no,yes,yes,yes,4,2,3,2,2,5,6.0,13,12,13
574,MS,M,18,U,GT3,T,2,4,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,2,2,2,4,1.0,14,13,13
575,GP,M,17,U,LE3,T,3,2,services,other,home,mother,1,2,0,no,no,no,no,no,yes,yes,yes,5,4,2,2,1,3,4.0,13,14,13
576,GP,F,16,U,GT3,T,1,1,other,other,reputation,father,2,1,0,yes,no,no,no,no,yes,yes,no,5,2,5,1,1,5,1.0,12,13,13
577,MS,M,16,R,LE3,T,4,3,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,1,1,4,1.0,14,14,14
578,GP,F,16,U,LE3,T,4,4,health,other,course,father,1,2,2,no,yes,no,no,yes,yes,yes,no,5,3,3,1,5,2,8.0,9,9,10
579,MS,M,17,U,GT3,T,2,2,at_home,other,reputation,mother,1,2,1,no,yes,yes,yes,yes,no,yes,yes,4,3,5,1,2,5,1.0,4,0,0
580,GP,M,19,U,GT3,T,3,1,other,other,course,mother,2,1,2,no,no,no,no,yes,yes,yes,no,4,3,2,1,1,5,17.0,10,10,10
581,GP,F,16,U,LE3,A,4,4,health,teacher,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,5,3,1,1,4,1.0,12,12,12
582,GP,F,16,U,GT3,T,2,3,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,2,4,1,2,5,8.0,11,11,11
583,GP,M,17,U,GT3,T,2,1,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,2,1,4,3.0,12,12,13
584,GP,M,15,R,LE3,T,3,3,at_home,services,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,5,1.0,10,10,10
585,MS,F,18,U,GT3,T,4,3,services,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,4,4,2,2,4,3,1.0,11,10,10
586,GP,F,16,U,LE3,T,1,1,other,other,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,1,5,1,2,5,0.0,16,16,16
587,GP,F,17,U,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,no,3,3,3,1,1,4,2.0,11,11,11
588,GP,F,17,U,GT3,T,4,1,health,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,yes,1,2,3,3,2,4,4.0,11,11,11
589,GP,F,16,R,GT3,T,3,1,services,other,home,mother,1,3,0,yes,yes,no,yes,no,yes,yes,yes,5,3,4,1,1,5,1.0,10,11,11
590,GP,F,16,U,LE3,A,2,2,other,other,course,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,1,3,5,1,1,5,14.0,11,11,12
591,GP,F,15,U,GT3,T,2,1,health,other,course,mother,1,2,0,yes,no,no,yes,no,no,yes,yes,1,3,3,2,3,2,0.0,9,11,11
592,MS,F,16,R,LE3,A,1,3,at_home,services,course,other,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,3,8.0,10,11,12
593,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,5,1,3,5,2.0,14,13,13
594,MS,F,15,R,GT3,T,3,3,services,services,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,1,5,4.0,7,8,8
595,GP,M,16,U,GT3,T,4,4,teacher,other,home,mother,2,1,0,no,no,no,yes,no,yes,yes,no,4,4,5,2,1,5,1.0,12,13,12
596,GP,F,16,U,LE3,T,1,1,other,other,reputation,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,5,4,1,4,1,2.0,14,12,13
597,GP,F,17,U,GT3,T,4,4,teacher,health,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,1.0,14,14,15
598,MS,F,18,R,LE3,T,1,1,other,services,course,mother,2,1,0,no,no,no,no,yes,no,yes,yes,5,4,4,1,3,3,2.0,9,12,12
599,GP,M,16,U,GT3,A,3,1,at_home,other,home,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,3,3,5,5.0,15,13,14
600,MS,M,16,U,GT3,T,3,4,at_home,teacher,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,5,2.0,8,6,8
601,GP,F,16,R,GT3,T,2,2,at_home,other,reputation,other,3,1,0,no,no,no,no,no,yes,yes,yes,5,4,4,2,1,5,3.0,13,13,13
602,GP,F,17,U,LE3,T,4,4,health,health,course,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,1,4,1,2,4,18.0,12,12,13
603,MS,F,18,U,GT3,T,2,1,other,other,reputation,mother,1,3,2,no,yes,no,no,yes,yes,yes,yes,5,3,3,2,3,5,5.0,7,8,8
604,GP,M,17,U,GT3,T,1,1,at_home,other,course,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,3,2,5,1.0,9,11,11
605,MS,F,16,R,GT3,T,2,2,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,1,3,2,2,5,22.0,10,10,9
606,GP,F,16,U,LE3,T,2,3,other,other,home,mother,4,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,4,3,2,2,4.0,11,10,10
607,MS,M,16,U,LE3,T,3,4,services,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,5,4,3,2,5,5.0,7,8,5
608,MS,M,17,R,LE3,T,4,1,health,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,5,1,3,0.0,10,11,11
609,MS,F,18,U,GT3,T,4,2,health,other,course,mother,1,3,0,no,yes,no,no,no,yes,yes,no,3,3,4,1,3,2,0.0,14,15,15
610,MS,M,17,R,GT3,T,4,4,other,services,course,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,2,3,3,4.0,10,9,12
611,MS,F,16,U,GT3,T,2,2,other,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,3,2,1.0,13,13,13
612,MS,M,16,R,GT3,T,1,3,other,other,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,3,5,1.0,13,13,13
613,GP,M,17,R,GT3,T,1,2,at_home,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,2,5,0.0,12,13,13
614,GP,F,16,U,LE3,T,2,3,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,5,5,4.0,11,11,14
615,GP,F,15,U,GT3,T,2,2,services,services,course,other,2,2,0,no,no,no,no,yes,yes,yes,yes,5,2,5,1,1,2,13.0,14,15,15
616,GP,F,16,U,GT3,A,4,2,health,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,2,1,3,5,2.0,14,15,15
617,MS,F,17,U,GT3,T,1,0,at_home,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,3,3,4,3,1,3,6.0,10,9,11
618,GP,F,15,U,GT3,T,2,1,other,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,1,5,0.0,15,16,16
619,GP,F,15,U,LE3,T,4,4,teacher,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,2,5,1,4,5,11.0,10,9,11
620,GP,F,15,U,GT3,T,1,1,other,other,reputation,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,3,5.0,11,9,0
621,MS,F,18,U,GT3,T,1,1,other,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,5,2,4,9.0,7,9,10
622,GP,M,16,U,GT3,T,1,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,3,4,1,1,5,4.0,15,16,17
623,GP,M,17,U,LE3,T,3,2,services,other,course,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,3,4,5,1,4,1,1.0,12,12,12
624,MS,F,15,R,LE3,T,3,2,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,2,5,1.0,7,7,8
625,MS,M,18,U,GT3,T,4,4,other,other,course,father,4,2,0,no,no,no,yes,yes,yes,yes,no,4,4,2,1,2,1,12.0,13,11,11
626,GP,F,15,U,LE3,T,3,2,services,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,5,6.0,15,16,16
627,GP,F,18,R,LE3,T,2,1,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,4,5,1,1,4,4.0,12,13,14
628,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,4,1,5,4,5,3.0,13,12,12
629,MS,F,16,R,LE3,T,2,2,other,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,1,3,3,1,2,5,12.0,11,10,11
630,MS,F,18,R,LE3,T,2,2,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,5,3,4,1,3,2,11.0,10,11,11
631,GP,F,15,U,GT3,T,4,3,services,other,course,mother,2,4,0,no,no,no,no,no,yes,yes,no,5,2,3,1,2,4,1.0,12,11,12
632,GP,F,16,U,LE3,A,4,4,health,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,1,2,4,5,2.0,13,14,14
633,MS,M,16,U,GT3,T,3,1,other,at_home,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,3,1,2,3,5.0,10,12,14
634,GP,F,15,U,LE3,T,1,1,other,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,5,1,1,5,6.0,14,17,17
635,GP,M,15,R,GT3,T,1,1,other,services,home,father,2,3,0,no,yes,no,yes,no,yes,yes,no,5,4,4,2,3,5,5.0,10,10,11
636,GP,F,15,R,LE3,A,4,4,other,teacher,reputation,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,1,3,1.0,12,12,13
637,MS,F,15,U,GT3,T,2,1,services,services,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,5,1.0,16,17,17
638,GP,F,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,1,5,2,2,4.0,15,14,15
639,MS,F,18,R,LE3,T,1,1,other,at_home,home,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,1,1,1,5,3.0,10,10,10
