Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
924,MS,M,16,U,LE3,T,4,4,teacher,teacher,course,father,1,1,0,no,no,yes,yes,yes,yes,no,yes,5,4,5,3,2,5,11.0,13,14,14
925,GP,M,18,U,GT3,T,2,2,other,other,course,other,1,1,1,no,yes,no,yes,yes,no,yes,no,4,5,4,1,4,5,3.0,7,7,8
926,GP,F,18,U,LE3,T,4,2,services,other,other,mother,3,2,1,yes,no,no,yes,yes,no,yes,yes,4,2,3,1,3,3,2.0,11,10,10
927,MS,F,16,R,LE3,T,2,1,other,at_home,course,other,2,2,1,yes,yes,no,no,yes,yes,no,no,4,4,5,2,2,5,0.0,10,11,12
928,MS,M,18,R,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,4,1,4,1,2,1,4.0,10,9,10
929,MS,F,16,R,GT3,T,1,2,other,other,course,mother,3,1,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,3,3,2.0,6,6,7
930,MS,F,15,U,LE3,T,2,2,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,no,no,no,4,3,5,1,3,2,4.0,9,8,10
931,GP,M,16,R,GT3,T,4,3,services,services,course,father,2,3,0,no,no,no,no,no,yes,yes,no,4,2,2,1,3,3,4.0,15,14,15
932,GP,F,16,U,GT3,T,4,2,other,services,course,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,4,4,5,2,1,3,3.0,15,14,15
933,GP,F,17,U,GT3,T,1,2,at_home,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,4,5,4,1,1,4,6.0,12,12,12
934,GP,F,18,U,LE3,T,1,2,services,other,course,mother,1,2,0,yes,no,no,no,yes,no,yes,no,1,4,1,2,4,5,0.0,10,11,11
935,GP,F,16,U,LE3,T,1,1,at_home,other,reputation,father,1,1,0,yes,yes,no,yes,yes,yes,yes,no,5,3,5,1,3,3,2.0,9,7,8
936,GP,F,16,R,GT3,T,2,3,services,services,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,5,2,2,3,3,0.0,13,12,12
937,GP,M,18,U,GT3,T,3,4,other,at_home,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,3,1,2.0,10,10,10
938,MS,M,16,U,GT3,T,1,2,other,services,reputation,father,1,1,1,no,no,no,no,yes,yes,yes,yes,4,4,2,1,4,3,4.0,6,8,9
939,GP,F,16,U,LE3,T,2,2,other,other,other,father,2,1,0,yes,no,no,yes,yes,yes,yes,no,1,2,2,1,1,4,1.0,10,11,12
940,GP,F,15,U,GT3,T,3,3,other,at_home,reputation,mother,2,3,0,yes,yes,no,no,yes,yes,yes,yes,5,2,4,1,1,5,3.0,12,12,13
941,MS,F,17,R,GT3,T,2,1,services,other,home,mother,2,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,2,2,2,1.0,11,10,11
942,GP,F,18,U,GT3,A,2,2,other,other,course,mother,1,1,1,yes,no,no,no,no,no,yes,yes,4,4,3,1,1,2,8.0,8,8,10
943,GP,F,16,R,GT3,T,2,1,services,other,course,mother,2,2,0,yes,no,no,yes,yes,yes,no,yes,2,4,2,1,2,4,1.0,15,14,15
944,GP,M,15,U,GT3,T,4,1,other,services,home,father,1,2,0,no,no,no,no,yes,yes,no,no,3,4,3,1,1,1,1.0,12,12,13
945,GP,F,16,U,GT3,T,3,3,services,at_home,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,4,1,2,2,4,4.0,11,13,14
946,GP,M,16,U,LE3,T,4,4,services,teacher,course,mother,4,2,1,no,no,no,yes,yes,yes,yes,no,5,2,3,1,2,3,1.0,11,12,14
947,GP,F,16,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,no,no,yes,no,no,5,4,4,1,1,5,1.0,14,16,15
948,MS,M,16,U,LE3,A,2,1,other,other,reputation,mother,2,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,5,2.0,12,11,11
949,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,1,4,1,1,5,1.0,13,11,11
950,GP,F,17,U,GT3,T,2,2,other,other,home,father,2,1,0,yes,yes,no,no,no,yes,yes,no,5,5,3,1,1,3,1.0,14,13,13
951,GP,F,15,R,GT3,T,1,2,at_home,services,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,2,1,4,2.0,8,7,7
952,GP,F,17,R,GT3,T,3,2,services,other,course,mother,2,3,0,yes,no,no,no,no,yes,yes,no,4,1,4,1,2,4,1.0,9,9,10
953,GP,M,18,U,GT3,T,2,1,health,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,5,2,5,2,2,5,2.0,12,12,13
954,GP,F,16,U,GT3,T,2,2,at_home,services,reputation,father,1,2,0,yes,no,yes,no,no,yes,yes,yes,4,3,4,2,1,4,1.0,14,14,15
955,GP,M,19,U,GT3,T,1,1,other,other,course,mother,2,3,2,no,no,no,no,no,yes,yes,yes,4,3,2,1,2,5,1.0,7,8,8
956,GP,M,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,2,2,5,1.0,12,13,13
957,GP,F,16,U,GT3,T,2,2,services,services,course,father,3,2,0,yes,no,no,yes,yes,yes,yes,no,4,1,1,1,2,3,5.0,11,12,13
958,GP,F,16,U,LE3,T,1,1,at_home,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,4,2,2,4,1,9.0,9,11,11
959,MS,M,18,U,GT3,T,3,1,other,other,course,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,yes,3,3,5,1,3,3,2.0,6,7,8
960,GP,M,16,U,GT3,T,1,1,at_home,services,home,father,2,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,2,1,1,2,1.0,14,13,13
961,GP,F,17,U,GT3,T,3,3,other,other,reputation,mother,2,1,0,yes,yes,yes,yes,yes,no,yes,yes,4,2,3,1,1,5,3.0,10,8,10
962,GP,M,17,U,LE3,T,2,2,other,other,course,mother,1,3,0,no,no,no,no,yes,yes,no,yes,4,4,5,2,1,4,1.0,12,12,12
963,GP,F,17,R,GT3,T,1,2,at_home,at_home,reputation,mother,3,1,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,4,21.0,11,11,11
964,MS,M,16,R,GT3,T,1,1,other,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,2,3,1,1,5,15.0,5,0,0
965,GP,M,18,U,GT3,T,2,4,other,at_home,home,other,2,1,0,no,no,no,no,yes,yes,yes,yes,5,1,2,2,1,5,0.0,11,10,11
966,GP,F,17,U,GT3,T,1,2,other,at_home,course,mother,1,2,1,yes,no,yes,no,yes,yes,yes,yes,3,3,1,2,1,5,6.0,9,9,10
967,GP,F,15,U,GT3,T,0,1,at_home,other,course,mother,2,4,0,yes,yes,no,yes,no,yes,yes,yes,4,2,4,2,1,4,2.0,14,12,12
968,GP,F,15,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,3,0,yes,yes,no,no,yes,yes,yes,no,4,4,3,1,1,1,2.0,13,12,13
969,GP,M,17,U,GT3,T,4,4,services,teacher,other,father,3,2,0,no,no,no,yes,yes,yes,no,no,5,4,3,1,1,5,6.0,12,12,13
970,MS,F,18,U,LE3,T,2,2,other,other,course,mother,2,3,2,yes,no,no,yes,yes,no,yes,yes,5,4,4,3,3,3,4.0,7,7,8
971,MS,M,16,U,GT3,T,4,1,teacher,other,course,mother,1,3,2,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,5,9.0,8,10,10
972,GP,F,18,U,GT3,T,4,2,health,services,home,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,2,2,1,2,5,4.0,15,14,15
973,GP,F,17,U,LE3,T,1,3,at_home,other,home,father,2,1,0,yes,no,no,no,yes,yes,yes,yes,4,4,3,2,3,2,6.0,10,13,13
974,GP,F,15,U,LE3,T,4,4,services,services,home,mother,1,3,0,yes,no,no,yes,yes,yes,yes,no,5,4,3,1,1,4,14.0,10,10,11
975,GP,F,16,R,GT3,T,2,2,other,services,course,mother,2,2,0,yes,no,no,no,yes,yes,yes,no,5,2,2,2,5,5,1.0,12,10,11
976,GP,M,16,U,GT3,T,3,2,at_home,services,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,3,11.0,13,14,14
977,MS,F,16,R,LE3,T,2,2,other,other,other,mother,2,2,0,yes,yes,no,no,yes,no,no,no,2,5,2,2,2,5,1.0,9,10,10
978,GP,F,19,U,GT3,T,3,2,other,services,course,mother,1,2,3,yes,no,no,no,yes,yes,yes,no,3,2,5,1,3,5,4.0,10,10,11
979,GP,F,18,U,GT3,T,4,4,teacher,health,other,mother,1,1,0,yes,yes,no,yes,yes,yes,no,yes,4,4,4,4,2,5,3.0,14,14,14
980,MS,F,17,R,LE3,T,2,1,services,other,home,mother,3,1,0,yes,yes,no,yes,yes,yes,no,no,3,3,3,2,4,2,1.0,14,15,15
981,GP,M,15,U,GT3,A,4,4,services,health,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4.0,10,9,10
982,GP,M,15,U,GT3,T,4,3,at_home,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,17.0,8,9,9
983,MS,M,15,R,LE3,T,0,1,at_home,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,3,3,4,4,1,5,0.0,10,10,11
984,MS,M,15,U,GT3,T,4,3,other,services,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,3,4,13.0,14,15,15
985,MS,F,17,U,GT3,T,4,3,services,services,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,4,5,4.0,14,15,15
986,GP,M,18,R,GT3,T,4,4,health,teacher,course,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,5,1,2,2,3.0,11,13,14
987,GP,M,18,U,LE3,T,4,4,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,4,4,2.0,17,16,16
988,GP,M,18,U,GT3,T,3,2,services,services,course,father,1,1,0,no,no,no,no,no,yes,yes,yes,3,4,4,2,4,3,1.0,14,17,17
989,MS,M,15,R,GT3,T,3,2,services,at_home,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,2,4,2.0,10,9,10
990,MS,F,15,R,GT3,T,3,2,services,at_home,reputation,mother,4,1,0,yes,no,no,no,yes,yes,yes,no,4,4,4,3,4,4,14.0,14,13,13
991,GP,M,16,U,LE3,T,2,2,at_home,at_home,other,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,2,2,4,1.0,9,10,11
992,GP,F,16,U,GT3,T,3,4,other,other,home,father,2,1,0,yes,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,2.0,10,11,12
993,GP,F,17,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,2,1,2,2,2.0,10,10,10
994,GP,F,16,R,LE3,T,3,3,other,health,reputation,father,2,2,0,yes,yes,no,yes,yes,no,yes,no,5,5,3,3,3,3,5.0,10,11,10
995,GP,M,16,U,LE3,A,1,2,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,5,1,1,4,0.0,11,12,12
996,GP,F,17,U,GT3,T,1,0,at_home,other,course,father,2,1,0,yes,no,yes,yes,yes,yes,yes,yes,4,4,4,1,5,4,0.0,11,10,11
997,GP,F,17,U,GT3,T,1,1,at_home,services,reputation,father,1,1,0,yes,yes,no,yes,yes,yes,yes,no,5,2,3,3,3,5,14.0,17,18,17
998,GP,F,17,U,LE3,A,4,4,health,other,other,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,4,2,2,1,2,4,11.0,11,12,14
999,MS,F,16,R,GT3,T,1,1,other,other,course,father,2,1,0,yes,no,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,4.0,8,8,8
1000,GP,M,18,U,GT3,T,3,1,teacher,other,reputation,mother,2,2,1,no,no,no,yes,no,no,no,yes,4,4,3,1,2,2,2.0,9,10,10
1001,GP,F,15,U,LE3,T,4,4,services,teacher,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,6.0,13,13,14
1002,GP,M,19,U,GT3,T,4,2,services,services,other,other,2,3,0,no,yes,no,no,yes,yes,yes,no,3,5,1,2,2,3,14.0,13,12,12
1003,GP,F,18,U,LE3,A,2,2,services,other,course,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,5,4,4,2,2,5,1.0,11,10,11
1004,GP,F,16,U,GT3,T,2,2,other,other,course,mother,1,2,0,yes,no,no,no,yes,yes,no,no,5,3,3,4,1,4,4.0,11,12,12
1005,GP,M,17,U,GT3,A,3,3,services,other,home,mother,2,2,0,no,no,no,yes,no,yes,no,yes,3,4,3,1,3,5,4.0,9,10,11
1006,MS,M,17,R,LE3,T,1,1,other,other,course,mother,3,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,2,3,2,2.0,13,13,13
1007,GP,M,17,U,GT3,T,4,3,other,services,reputation,mother,1,3,0,no,no,no,no,no,yes,yes,yes,3,3,5,1,1,5,8.0,12,11,11
1008,GP,F,17,U,GT3,T,3,2,other,other,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,4,2,4,0.0,13,13,14
1009,GP,M,18,U,GT3,T,2,1,services,other,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,2,1,0.0,13,13,14
1010,GP,M,17,U,LE3,T,4,2,health,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,1,5,3,4.0,13,13,13
1011,MS,F,20,U,LE3,T,1,1,other,at_home,other,mother,2,3,2,yes,yes,no,no,yes,yes,yes,yes,3,2,5,1,4,5,0.0,14,13,14
1012,MS,M,17,U,LE3,T,4,3,services,at_home,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,2,3,2,5,0.0,12,13,13
1013,MS,M,17,U,LE3,T,4,4,teacher,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,5,3,2,1,5,2.0,10,11,11
1014,MS,M,15,U,GT3,T,1,1,other,at_home,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,2,5,4,2,3,4,4.0,8,8,10
1015,GP,F,17,U,LE3,A,1,1,at_home,other,home,father,1,2,3,yes,yes,no,no,yes,no,yes,yes,4,2,4,1,2,5,17.0,9,11,11
1016,MS,M,16,U,GT3,T,4,4,other,other,course,father,1,1,0,no,yes,yes,no,yes,yes,no,no,2,2,5,1,2,4,6.0,10,11,12
1017,MS,M,18,R,GT3,T,3,3,other,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,3,4,2.0,10,9,11
1018,GP,M,18,U,LE3,A,2,1,at_home,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,1,1,3,4,0.0,13,14,16
1019,GP,F,17,R,GT3,T,4,4,health,teacher,reputation,mother,2,2,0,yes,no,yes,yes,no,yes,yes,no,1,4,5,1,2,3,7.0,11,13,14
1020,MS,F,17,R,GT3,T,2,2,other,other,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,3,4,3,1,4,2,3.0,8,8,9
1021,MS,F,17,R,GT3,T,2,1,other,services,other,mother,2,2,1,yes,yes,no,yes,yes,yes,yes,yes,4,1,1,1,3,5,9.0,9,10,11
1022,MS,M,16,R,GT3,T,2,2,services,other,other,mother,2,4,0,no,no,no,yes,no,yes,no,no,5,5,3,2,1,3,2.0,10,12,14
1023,MS,F,16,U,GT3,T,2,2,other,other,course,mother,2,2,1,yes,yes,no,yes,yes,yes,yes,yes,5,3,1,1,1,1,2.0,9,12,13
1024,GP,M,15,U,GT3,T,1,1,at_home,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,5,3,1,5,1.0,15,15,15
1025,GP,F,16,U,GT3,T,4,3,teacher,other,course,mother,1,1,0,yes,no,no,yes,yes,yes,yes,yes,5,2,3,1,1,5,2.0,12,10,11
1026,MS,F,15,R,LE3,A,2,3,services,other,reputation,father,1,1,0,yes,yes,no,no,yes,yes,yes,yes,4,5,5,1,1,1,4.0,16,15,16
1027,GP,M,17,R,LE3,T,1,1,other,other,course,mother,2,1,3,no,yes,yes,no,yes,no,yes,no,4,2,3,1,1,5,3.0,8,9,9
1028,GP,M,17,U,GT3,A,1,1,other,services,reputation,mother,1,1,1,yes,yes,no,yes,yes,yes,yes,yes,4,3,1,1,3,5,1.0,8,0,0
1029,GP,F,18,R,GT3,A,4,4,services,services,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,1,1.0,12,12,15
1030,GP,F,17,U,GT3,T,3,3,other,other,course,mother,2,1,0,yes,no,yes,no,yes,yes,yes,yes,3,3,4,1,3,4,1.0,15,13,14
1031,GP,F,16,U,LE3,A,4,4,health,health,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4,2,3,1,4,2,0.0,11,11,10
1032,GP,M,16,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,2,no,yes,no,yes,yes,yes,yes,no,4,4,3,2,1,4,3.0,10,13,13
1033,GP,F,18,U,GT3,T,1,3,at_home,services,home,mother,1,1,1,yes,no,no,yes,yes,yes,yes,no,4,2,5,1,4,5,3.0,11,12,12
1034,GP,F,17,U,GT3,T,2,2,other,health,course,mother,2,1,0,yes,no,no,yes,yes,yes,yes,yes,2,3,3,3,1,3,1.0,12,13,13
1035,MS,F,15,R,GT3,T,1,1,at_home,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,1,2,9.0,11,11,12
1036,GP,F,15,R,LE3,T,3,2,other,other,reputation,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,3,5,1,1,3,10.0,12,12,12
1037,GP,M,18,U,GT3,T,3,2,other,services,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,5,5,1.0,12,11,11
1038,GP,F,19,U,LE3,A,2,2,services,other,course,other,2,3,0,yes,yes,no,no,yes,yes,yes,no,3,2,3,5,2,4,4.0,12,12,13
1039,MS,M,18,R,LE3,T,4,4,health,other,course,mother,1,2,0,no,yes,no,yes,no,no,no,yes,2,1,3,1,2,5,3.0,10,10,10
1040,MS,F,15,R,GT3,T,1,2,other,other,course,mother,2,3,0,yes,yes,no,no,no,yes,no,no,4,4,4,2,2,5,3.0,11,9,10
1041,GP,F,17,U,LE3,T,2,2,services,other,reputation,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,0.0,13,12,12
1042,MS,M,17,R,GT3,T,1,1,at_home,other,course,mother,2,3,0,no,yes,yes,yes,no,yes,yes,no,4,2,3,1,2,2,5.0,10,9,9
1043,GP,F,18,U,LE3,T,1,1,at_home,other,course,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,4,2,5,3,1.0,17,17,17
1044,GP,F,18,U,GT3,A,2,2,other,other,reputation,mother,1,1,0,yes,no,no,no,yes,yes,yes,yes,4,4,1,1,1,4,2.0,13,14,13
1045,MS,F,15,U,LE3,T,4,4,other,other,course,mother,1,4,0,yes,no,yes,no,yes,yes,no,no,3,3,3,1,3,5,1.0,9,8,9
1046,MS,F,18,U,GT3,T,1,3,at_home,other,course,mother,1,3,1,yes,yes,no,yes,yes,yes,yes,no,3,2,3,3,1,5,1.0,6,7,8
1047,MS,M,18,U,GT3,T,2,2,services,at_home,course,mother,1,1,1,no,yes,no,yes,yes,no,yes,yes,4,1,4,2,2,5,1.0,4,0,0
1048,GP,M,17,R,GT3,T,4,4,teacher,other,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,3,3,4,1,3,3,6.0,9,10,11
1049,GP,M,17,U,GT3,T,3,3,services,other,home,mother,1,4,0,no,no,yes,yes,yes,yes,yes,yes,5,2,4,1,3,3,1.0,12,13,14
1050,MS,M,19,U,LE3,T,1,1,other,at_home,reputation,other,1,2,3,no,no,no,no,no,no,yes,no,5,2,4,1,1,4,13.0,8,9,10
1051,GP,F,17,U,GT3,A,4,1,teacher,services,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,2,3,4,1,2,1,3.0,14,15,15
1052,GP,F,17,U,GT3,T,4,3,other,services,reputation,father,1,3,0,yes,yes,no,no,yes,yes,yes,yes,4,3,4,1,3,4,5.0,14,17,15
1053,GP,F,16,U,GT3,T,4,4,teacher,services,course,father,1,1,0,yes,no,no,no,yes,yes,yes,no,4,2,3,1,3,2,11.0,18,18,18
1054,GP,M,15,R,LE3,A,1,1,at_home,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,no,5,3,3,1,4,5,5.0,13,14,14
1055,GP,F,19,U,GT3,T,3,3,at_home,services,reputation,other,1,2,0,yes,yes,no,no,no,yes,yes,no,5,1,2,1,1,3,5.0,15,16,17
1056,GP,F,18,U,LE3,T,2,1,other,services,course,father,1,1,0,yes,yes,no,no,no,yes,yes,yes,3,4,3,1,4,5,4.0,12,12,13
1057,GP,F,19,U,GT3,T,3,1,services,other,home,other,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,3,3,4,5,2,2,3.0,14,14,15
1058,GP,F,16,U,GT3,T,3,2,services,services,course,mother,1,3,1,yes,no,no,yes,yes,yes,yes,no,4,2,3,1,1,5,2.0,14,15,15
1059,GP,F,17,U,LE3,T,2,1,services,other,course,father,2,1,0,yes,no,no,yes,yes,yes,yes,no,5,4,3,1,4,5,6.0,11,11,11
1060,GP,M,18,U,GT3,T,4,4,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,2,4,1,4,3,1.0,13,11,11
1061,GP,F,17,U,LE3,T,3,3,services,other,home,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,2,2,3,1,3,1,3.0,12,13,13
1062,MS,M,17,U,LE3,T,1,1,other,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,3,2,2,1,2,2.0,7,7,8
1063,GP,M,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,yes,no,no,no,yes,yes,yes,yes,5,3,2,2,2,3,0.0,13,14,14
1064,GP,M,18,R,LE3,A,3,3,services,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,yes,5,4,3,1,4,5,1.0,10,10,9
1065,GP,F,16,U,LE3,T,1,1,at_home,services,course,father,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,3,3,4,2,4,3.0,15,15,15
1066,MS,M,20,R,GT3,T,2,1,services,at_home,home,mother,1,2,1,no,yes,no,no,yes,no,yes,no,3,2,2,1,1,4,3.0,10,9,10
1067,MS,F,16,U,LE3,T,4,3,health,services,other,mother,1,4,0,yes,yes,no,yes,no,yes,no,yes,4,1,5,3,5,1,3.0,12,12,15
1068,GP,M,15,U,GT3,T,4,4,other,health,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,2,5,0.0,11,11,12
1069,MS,M,17,R,GT3,T,4,2,health,services,course,father,2,1,0,no,no,no,no,yes,yes,no,no,4,5,2,1,3,5,6.0,11,11,13
1070,GP,F,18,R,LE3,A,4,3,teacher,services,reputation,mother,2,1,0,yes,no,no,no,yes,yes,no,yes,5,2,3,4,1,5,6.0,10,12,14
1071,GP,M,16,U,GT3,T,3,2,services,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,3,5,3,1,1,5,1.0,10,10,10
1072,GP,M,18,R,GT3,T,3,4,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,4,1,2,1,2.0,13,13,13
1073,GP,M,17,U,GT3,T,3,4,other,health,other,mother,1,3,0,no,no,no,no,yes,yes,yes,no,5,3,3,5,1,3,0.0,10,10,10
1074,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,5.0,15,16,16
1075,GP,F,17,U,GT3,T,4,4,other,teacher,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,1,5,1,5,5,10.0,11,12,14
1076,MS,F,18,R,GT3,T,4,2,health,other,other,mother,2,1,0,yes,yes,yes,no,yes,yes,yes,no,5,4,5,1,4,5,1.0,13,14,15
1077,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,5,3,1,3,5,1.0,13,13,13
1078,GP,F,17,U,LE3,T,1,2,services,other,reputation,father,2,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,9.0,12,13,12
1079,GP,F,16,R,LE3,T,3,4,services,other,home,mother,2,4,0,yes,no,no,yes,yes,yes,no,yes,5,2,4,1,3,5,4.0,11,11,11
1080,MS,F,16,U,GT3,A,2,1,at_home,other,other,mother,2,1,1,yes,no,no,no,no,yes,yes,no,1,4,3,1,3,3,1.0,6,9,11
1081,GP,F,18,R,GT3,T,1,1,other,other,reputation,mother,3,3,0,yes,no,no,yes,yes,yes,no,no,3,3,4,1,4,5,3.0,11,12,12
1082,GP,F,15,U,LE3,T,4,4,teacher,teacher,course,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,5,4,5,3,5,3,0.0,13,14,15
1083,GP,M,15,U,LE3,T,4,4,teacher,health,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,5,1,4.0,12,10,11
1084,GP,M,16,U,GT3,T,4,2,services,services,course,father,1,2,0,no,yes,no,yes,no,yes,no,yes,4,3,3,1,3,5,5.0,14,14,15
1085,MS,M,16,R,GT3,T,4,2,services,other,other,father,1,1,1,no,no,no,yes,yes,yes,no,yes,4,3,3,2,4,5,0.0,8,8,7
1086,GP,F,18,U,GT3,T,4,4,teacher,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,5,4,5,2,1,1,9.0,14,15,16
1087,MS,M,18,U,LE3,A,4,3,teacher,services,home,mother,3,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,3,4,1.0,10,9,12
1088,MS,F,16,U,GT3,T,4,3,other,other,course,mother,3,2,1,yes,yes,no,yes,yes,yes,yes,no,3,4,2,1,3,5,5.0,7,9,10
1089,MS,M,15,R,LE3,T,3,3,services,services,other,father,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,3,2,5,4.0,9,10,11
1090,GP,F,16,U,GT3,T,3,2,services,other,course,mother,3,2,0,yes,no,no,no,yes,yes,yes,no,4,3,2,1,1,3,2.0,10,11,11
1091,MS,M,17,R,LE3,T,2,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,4,4,1,4,5,2.0,10,10,10
1092,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,4,1.0,12,13,14
1093,GP,M,17,U,LE3,T,4,4,teacher,services,reputation,mother,3,4,0,no,no,no,yes,yes,yes,yes,yes,4,2,5,1,1,4,1.0,13,17,17
1094,MS,M,18,R,GT3,T,3,4,other,teacher,course,mother,3,2,0,no,yes,no,no,yes,yes,no,yes,4,4,3,1,1,2,8.0,11,11,10
1095,GP,M,15,U,GT3,T,3,1,other,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,1,2,4.0,10,10,16
