Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
781,GP,M,16,U,GT3,T,2,2,other,other,other,other,1,3,0,yes,yes,no,no,no,yes,yes,no,5,4,2,1,4,5,10.0,13,13,14
782,GP,F,16,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,5,5,1,1,3,2.0,14,15,16
783,GP,M,15,U,GT3,T,2,3,services,other,reputation,mother,1,2,0,yes,yes,no,yes,no,yes,yes,yes,4,2,2,2,2,3,10.0,10,11,11
784,GP,F,18,U,LE3,T,3,2,services,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,4,2.0,9,9,9
785,GP,M,18,U,GT3,T,3,1,other,at_home,reputation,mother,2,1,0,yes,yes,no,no,yes,yes,yes,no,3,1,5,1,4,3,4.0,11,12,14
786,GP,M,17,U,LE3,A,2,4,other,services,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,1.0,11,11,10
787,GP,F,15,U,GT3,T,2,2,other,services,reputation,father,1,3,0,no,no,no,no,no,yes,yes,yes,5,2,1,1,1,5,4.0,16,16,17
788,MS,F,17,R,GT3,T,1,1,at_home,other,course,mother,1,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,3,3,5,5,1.0,7,8,9
789,GP,F,16,U,LE3,T,3,3,other,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,2,5,3,1,2,1,0.0,12,13,14
790,GP,F,18,U,GT3,T,3,2,other,other,course,father,1,1,2,no,yes,no,yes,yes,no,yes,yes,3,3,3,1,3,3,2.0,9,9,10
791,GP,F,15,R,GT3,A,4,1,other,other,home,father,2,2,0,no,yes,no,no,yes,yes,yes,no,2,5,4,3,1,4,2.0,14,13,14
792,GP,M,16,U,LE3,T,3,2,teacher,services,reputation,mother,3,2,0,yes,no,no,yes,no,yes,yes,no,4,3,5,2,3,1,1.0,11,10,11
793,MS,F,17,U,GT3,T,1,1,other,other,reputation,mother,1,2,1,no,yes,yes,no,no,no,yes,no,2,5,5,3,4,4,0.0,8,8,8
794,GP,M,18,U,GT3,T,3,3,other,other,home,mother,2,1,0,yes,yes,no,yes,no,yes,yes,no,3,2,5,1,2,3,17.0,10,11,12
795,MS,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4.0,8,7,8
796,GP,F,16,R,LE3,T,4,2,other,other,course,mother,2,2,0,yes,no,no,no,yes,yes,yes,yes,3,4,2,1,2,4,2.0,13,14,14
797,MS,F,17,R,GT3,T,4,4,teacher,health,course,father,3,3,1,no,no,no,no,no,yes,yes,no,3,5,3,2,2,4,3.0,7,9,8
798,GP,M,18,U,GT3,T,1,1,other,other,reputation,other,1,3,2,yes,no,no,no,yes,yes,yes,yes,5,5,4,1,1,3,4.0,9,9,8
799,MS,F,16,R,GT3,T,4,3,other,services,course,mother,2,2,2,no,no,no,no,yes,yes,no,no,3,2,3,2,4,5,4.0,9,7,8
800,MS,F,16,U,GT3,T,4,3,services,other,course,mother,2,2,1,no,yes,no,no,yes,no,no,no,4,3,5,2,2,5,2.0,7,6,8
801,GP,F,17,R,GT3,T,2,2,other,services,home,mother,3,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,4,1,2,1,5,22.0,10,13,13
802,GP,M,16,U,GT3,T,2,2,other,services,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,4,2,2,1,4,5,10.0,12,12,15
803,GP,F,18,U,GT3,T,4,4,services,health,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,4,2,2,1,4,11.0,12,13,13
804,MS,F,15,U,LE3,T,2,2,at_home,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,5,1,4,2,0.0,13,12,13
805,GP,M,17,R,LE3,T,2,2,services,at_home,course,father,3,4,0,yes,no,no,yes,yes,yes,yes,no,2,2,2,5,1,2,9.0,11,13,13
806,GP,M,17,U,LE3,A,3,4,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,3,4.0,13,12,13
807,GP,F,17,U,GT3,T,4,2,teacher,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,2,5,1,3,3,3.0,14,14,15
808,GP,M,18,U,LE3,A,2,2,services,other,course,mother,1,3,2,yes,yes,no,yes,yes,yes,yes,yes,1,2,3,1,1,5,1.0,9,10,10
809,GP,M,16,R,GT3,T,4,2,services,other,course,mother,2,2,0,yes,yes,no,yes,no,yes,no,no,4,3,2,2,1,3,6.0,12,10,11
810,GP,M,15,U,GT3,T,4,4,teacher,other,course,mother,1,1,1,yes,yes,no,no,yes,yes,yes,no,4,5,4,1,2,4,8.0,13,13,13
811,GP,M,18,R,LE3,T,1,1,at_home,at_home,home,mother,4,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,2,1,1,3,1.0,11,11,10
812,GP,F,18,U,LE3,T,0,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,1,5,2,2,5,8.0,10,11,11
813,GP,F,15,U,GT3,T,1,2,other,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,5,1,1,5,1.0,15,15,15
814,GP,F,15,U,GT3,T,3,1,other,other,course,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,1,5,3.0,13,14,14
815,GP,F,16,R,GT3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,4,2,1,5,5,2.0,14,12,12
816,GP,F,17,U,GT3,T,1,1,other,services,course,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,5,4,1,5,3,4.0,8,10,9
817,MS,F,19,U,GT3,T,2,2,other,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,yes,yes,2,1,5,1,5,4,5.0,13,12,12
818,MS,F,15,U,GT3,T,0,1,other,other,home,mother,2,1,0,no,no,no,yes,yes,no,no,yes,4,4,4,3,3,1,11.0,9,12,13
819,MS,M,15,R,GT3,T,1,2,other,services,course,mother,2,3,0,yes,yes,no,yes,yes,yes,no,yes,5,3,1,1,1,3,1.0,8,10,10
820,GP,M,18,U,GT3,A,2,1,other,services,home,mother,1,1,0,yes,no,no,no,yes,yes,no,yes,4,3,4,3,4,5,7.0,12,13,13
821,MS,M,18,U,GT3,T,1,2,at_home,services,reputation,father,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,3,5,2.0,7,7,8
822,GP,M,15,R,GT3,T,4,3,services,services,course,father,1,2,1,yes,no,no,no,no,yes,no,no,4,3,1,1,2,2,1.0,9,10,9
823,MS,F,15,R,GT3,T,2,3,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,2,3,0.0,7,9,9
824,GP,F,18,U,LE3,T,1,1,at_home,other,course,father,1,2,0,no,no,no,no,yes,yes,yes,no,5,4,3,1,2,5,2.0,14,15,15
825,GP,F,15,U,LE3,T,3,3,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,2,5,4.0,16,17,17
826,MS,F,18,U,GT3,T,3,3,other,other,reputation,mother,1,1,1,no,no,no,no,yes,yes,no,no,4,3,3,1,5,2,5.0,6,8,8
827,GP,M,16,U,GT3,T,2,2,at_home,services,reputation,father,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,2,1,2,4,1.0,13,11,11
828,GP,F,16,U,LE3,T,3,3,other,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,5,1,2,5,0.0,13,12,13
829,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,3,1,1.0,10,11,12
830,GP,M,17,U,GT3,T,3,3,other,services,home,mother,2,3,0,yes,yes,no,yes,yes,yes,no,no,4,2,3,2,4,3,1.0,9,9,8
831,MS,F,17,R,GT3,A,2,2,at_home,other,course,father,2,3,0,no,no,no,no,yes,yes,no,no,5,3,5,1,1,5,1.0,8,9,8
832,MS,M,15,U,GT3,T,2,1,other,services,reputation,mother,2,2,0,yes,yes,yes,yes,yes,yes,yes,no,3,5,3,1,3,5,6.0,13,14,14
833,GP,F,18,R,GT3,T,1,1,at_home,services,home,mother,3,2,0,yes,no,no,yes,yes,yes,yes,no,4,2,3,1,4,4,14.0,13,13,14
834,GP,M,17,U,GT3,T,2,2,other,other,course,other,1,2,1,yes,no,no,yes,yes,yes,yes,yes,5,4,4,1,5,2,0.0,9,9,10
835,GP,M,19,R,GT3,T,1,2,at_home,other,home,mother,2,1,1,yes,yes,no,no,yes,yes,no,no,5,3,2,2,1,5,1.0,7,11,11
836,GP,M,17,U,GT3,T,3,3,at_home,services,course,mother,2,1,0,yes,no,no,yes,yes,yes,no,yes,3,3,2,1,3,1,6.0,11,12,12
837,GP,F,17,U,GT3,T,3,3,other,other,other,father,1,3,0,no,no,no,no,yes,yes,yes,yes,4,3,4,1,2,5,12.0,11,12,12
838,GP,M,15,U,LE3,T,1,1,other,other,course,father,2,3,0,yes,no,no,no,yes,yes,yes,yes,4,3,5,2,1,5,2.0,15,16,17
839,GP,M,15,U,GT3,T,0,2,at_home,other,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,2,4,3,2,3,5,9.0,15,16,16
840,GP,M,17,U,LE3,T,1,1,other,other,home,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,5,4,3,1,1,3,6.0,14,14,14
841,GP,M,16,U,GT3,T,4,3,teacher,other,course,mother,2,3,0,yes,no,no,no,yes,yes,no,no,4,4,3,1,1,2,5.0,14,11,12
842,MS,F,18,R,GT3,T,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,5,4,8.0,13,12,13
843,MS,M,16,U,GT3,T,3,3,other,health,home,mother,1,3,1,yes,no,no,yes,no,yes,no,no,4,3,3,1,5,5,1.0,10,9,10
844,GP,F,15,U,LE3,T,2,3,other,other,home,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,5,2,2,3,9.0,14,12,13
845,MS,F,18,R,GT3,T,4,3,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,4,4,2.0,10,10,10
846,GP,F,16,U,GT3,T,2,2,other,other,course,father,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,4,5,2,5,5,4.0,10,9,11
847,GP,M,17,U,GT3,T,3,3,services,other,reputation,mother,4,2,0,yes,no,no,no,yes,yes,yes,no,4,3,4,1,2,5,10.0,9,9,10
848,GP,F,18,U,GT3,T,2,4,health,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,5,4,1,1,3,5,21.0,10,11,12
849,GP,F,16,U,GT3,T,3,1,teacher,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,4,3,11.0,11,13,14
850,GP,F,18,U,LE3,T,3,1,health,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,5,3,3,1,1,5,1.0,12,12,15
851,GP,F,18,R,GT3,T,2,2,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,yes,no,2,4,4,2,1,5,4.0,12,12,13
852,GP,F,16,U,GT3,A,2,2,services,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,5,4,5,18.0,18,18,18
853,GP,M,16,U,GT3,T,2,2,other,services,home,mother,2,1,0,yes,no,yes,yes,yes,yes,yes,no,2,3,4,1,3,5,1.0,15,16,16
854,MS,F,18,R,GT3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,2,5,3,2,1,5,1.0,17,17,18
855,MS,F,16,U,GT3,T,2,1,other,at_home,course,mother,2,4,0,no,no,no,yes,no,yes,yes,no,4,4,2,3,3,5,11.0,7,8,5
856,GP,M,19,U,GT3,T,4,4,health,teacher,reputation,father,1,2,1,yes,yes,no,no,no,yes,yes,no,3,3,2,1,3,5,4.0,7,7,8
857,MS,M,17,R,GT3,T,1,1,other,services,home,mother,3,2,0,yes,yes,no,no,no,yes,no,no,3,3,5,1,1,5,4.0,11,13,14
858,MS,F,18,U,GT3,T,4,4,other,at_home,course,mother,1,2,0,no,yes,yes,no,yes,no,yes,yes,4,3,1,1,2,3,3.0,10,11,12
859,MS,F,18,U,LE3,T,3,2,services,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,3,2,3.0,10,9,11
860,GP,F,18,R,GT3,T,3,3,other,services,course,mother,3,1,0,no,no,no,yes,yes,yes,no,no,4,4,5,4,2,3,3.0,12,11,11
861,MS,F,16,U,GT3,T,2,2,at_home,at_home,course,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,1,3,5,2,4,5,5.0,13,13,14
862,GP,F,17,U,LE3,T,4,2,health,other,course,mother,1,3,0,no,no,no,no,yes,yes,no,yes,4,1,1,1,5,5,0.0,12,12,13
863,MS,F,16,U,GT3,T,4,1,health,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,1,2,1,5,3.0,11,12,12
864,GP,F,16,R,GT3,T,1,1,other,other,other,father,2,2,0,no,no,no,yes,no,yes,yes,yes,4,2,3,1,5,2,1.0,10,9,8
865,GP,F,16,U,LE3,T,1,1,at_home,other,course,father,1,4,0,no,no,no,yes,no,yes,yes,no,5,4,2,2,2,5,2.0,17,18,18
866,GP,F,18,U,LE3,T,4,4,teacher,other,home,father,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,3,2,1,5,2.0,15,16,17
867,GP,M,15,U,LE3,T,4,4,teacher,teacher,home,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4,3,3,1,4,5,1.0,10,11,10
868,GP,M,17,U,GT3,A,4,4,services,teacher,course,mother,3,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,1,4,1,4,3,1.0,11,9,10
869,GP,F,15,U,GT3,A,4,4,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,1,1,1,2,4.0,11,10,11
870,GP,F,18,U,LE3,T,2,1,services,other,course,mother,1,1,1,no,yes,no,yes,no,yes,yes,yes,3,5,4,1,1,5,0.0,10,9,8
871,GP,F,19,R,GT3,T,3,2,services,other,course,other,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,3,4,1,3.0,10,11,11
872,GP,F,16,U,GT3,T,4,4,teacher,services,home,other,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,2,3,1,5,2,0.0,14,15,17
873,GP,F,17,U,LE3,T,3,3,services,other,other,mother,1,2,0,no,no,no,no,yes,no,yes,no,4,4,3,4,3,5,1.0,8,8,7
874,GP,F,17,R,LE3,T,4,4,health,teacher,course,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,1,2,2,5,4,2.0,14,15,15
875,GP,M,21,U,GT3,T,1,1,other,other,home,other,1,1,2,yes,yes,no,no,yes,yes,yes,no,4,3,5,2,3,3,3.0,7,8,9
876,GP,F,16,U,LE3,T,4,3,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,2,1,5,0.0,14,12,13
877,GP,M,17,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,4,2,3,2,1,4,8.0,13,13,13
878,GP,F,15,U,GT3,T,4,4,teacher,at_home,course,mother,1,1,0,yes,yes,no,yes,no,yes,yes,no,5,3,5,1,1,3,1.0,13,13,13
879,GP,F,15,U,GT3,T,3,3,services,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,5,1,3,3,5.0,17,18,18
880,GP,M,17,U,GT3,T,3,4,other,other,reputation,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,3,4,3,1,1,4,8.0,15,15,15
881,MS,M,18,U,GT3,T,1,1,at_home,other,course,mother,1,1,2,yes,yes,no,no,no,yes,yes,no,5,4,5,5,3,5,2.0,7,7,7
882,GP,F,16,U,GT3,A,4,3,health,other,course,father,1,1,0,yes,no,no,yes,yes,yes,yes,yes,5,3,4,2,1,4,3.0,11,10,11
883,GP,F,18,U,GT3,T,4,4,services,other,reputation,mother,2,2,0,yes,yes,no,yes,no,yes,no,no,5,3,2,1,2,5,2.0,12,11,11
884,GP,M,17,U,GT3,T,4,3,other,services,course,mother,4,2,0,yes,no,no,yes,no,yes,yes,yes,4,3,1,2,3,2,5.0,10,11,11
885,GP,M,16,U,GT3,T,3,3,services,other,course,father,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,2,2,1,2,5,30.0,10,9,11
886,GP,F,15,U,GT3,T,3,4,other,services,course,father,2,3,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,4,5,17.0,11,11,11
887,GP,M,15,U,GT3,T,1,1,other,other,other,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,yes,3,3,4,2,1,1,1.0,14,13,13
888,MS,M,18,R,LE3,T,1,1,at_home,at_home,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,yes,2,3,2,1,2,3,0.0,8,6,0
889,GP,M,17,U,GT3,T,3,1,at_home,other,course,mother,2,2,0,yes,no,yes,yes,yes,yes,yes,yes,3,4,3,2,1,2,10.0,10,9,10
890,MS,M,16,R,GT3,T,3,3,other,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,2,5,3,2,2,3,5.0,13,13,13
891,GP,F,17,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,2,1,3,3.0,11,9,11
892,GP,F,16,U,LE3,A,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,2,3,4,1,3,4,10.0,12,13,14
893,GP,M,17,U,GT3,T,1,1,at_home,services,course,mother,2,3,1,yes,no,no,yes,yes,yes,yes,no,5,3,4,1,2,3,13.0,9,9,8
894,GP,M,16,U,LE3,A,4,3,other,services,course,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,1,3,5,1,3,4,4.0,15,14,17
895,GP,F,18,U,GT3,T,1,2,at_home,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,yes,3,4,2,1,2,5,2.0,17,17,17
896,GP,M,17,U,LE3,A,2,3,other,other,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,5,2,4,1,2,5,2.0,12,11,11
897,GP,M,15,U,GT3,T,3,3,other,other,course,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,4,1,1,0.0,7,7,8
898,MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,5,4,3,2.0,14,14,14
899,MS,M,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,yes,no,no,no,yes,no,no,yes,5,3,3,1,4,5,1.0,11,11,12
900,GP,M,17,U,LE3,T,1,2,other,other,other,mother,2,1,0,yes,no,no,yes,yes,yes,yes,no,3,5,2,1,3,4,1.0,12,13,12
901,GP,F,17,U,GT3,A,4,4,health,teacher,other,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,5,1,1,5,9.0,10,11,11
902,MS,M,16,U,GT3,T,2,2,other,services,home,mother,2,1,0,yes,yes,no,no,no,no,yes,yes,5,3,4,1,1,2,3.0,9,8,10
903,GP,F,18,U,GT3,T,4,2,services,other,course,mother,1,1,0,no,yes,no,no,no,yes,yes,no,4,4,3,3,2,1,1.0,18,19,19
904,GP,F,18,U,LE3,T,1,1,at_home,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,2,1.0,13,14,14
905,GP,M,15,U,GT3,T,4,4,health,health,home,mother,2,1,0,yes,no,no,yes,yes,yes,yes,no,4,4,4,1,1,4,1.0,15,16,17
906,MS,F,16,U,GT3,T,1,1,other,services,home,mother,3,2,0,no,yes,no,no,yes,yes,no,no,4,5,4,1,5,4,21.0,14,17,17
907,GP,F,19,R,GT3,A,2,2,other,other,course,other,1,2,0,yes,yes,no,no,yes,yes,yes,yes,5,3,4,1,1,5,0.0,12,12,12
908,MS,F,15,R,GT3,T,3,3,services,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,2,6.0,9,11,10
909,GP,F,18,U,GT3,T,2,4,at_home,teacher,home,mother,2,2,0,no,yes,no,no,no,yes,no,yes,3,3,3,1,4,4,1.0,10,10,10
910,GP,M,16,U,GT3,T,3,1,services,other,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,1,2,4.0,11,12,13
911,MS,F,18,R,GT3,T,1,2,at_home,other,home,mother,4,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,2,2,2.0,13,12,14
912,GP,M,16,U,GT3,T,3,4,other,other,home,mother,2,1,3,yes,no,no,yes,yes,yes,yes,no,4,3,4,1,1,5,1.0,8,9,10
913,MS,M,17,U,GT3,T,2,2,other,other,home,mother,2,1,0,yes,yes,yes,no,yes,yes,yes,no,4,2,5,2,1,4,11.0,17,18,18
914,GP,M,16,U,LE3,T,4,2,services,services,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,3,2,3,1,1,4,6.0,10,10,11
915,GP,M,17,U,GT3,T,1,2,other,services,home,mother,2,2,0,yes,no,yes,yes,yes,yes,yes,no,4,4,3,1,3,4,0.0,11,11,11
916,GP,M,16,U,LE3,T,4,4,other,other,course,father,1,2,1,yes,yes,no,no,yes,yes,yes,no,5,2,4,2,2,3,8.0,9,9,10
917,GP,F,16,R,GT3,T,2,2,other,at_home,course,mother,2,3,0,no,no,no,no,no,yes,no,no,4,4,3,1,1,5,12.0,12,12,13
918,GP,F,15,U,GT3,T,3,3,services,teacher,reputation,father,1,1,0,no,no,no,yes,no,yes,yes,no,5,5,1,2,1,5,0.0,13,14,16
919,GP,M,16,U,LE3,T,2,2,other,other,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,4,3,2,1,3,3,6.0,10,10,10
920,GP,F,18,U,GT3,T,4,4,services,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,3,3,1.0,11,10,11
921,GP,M,17,U,LE3,A,1,2,at_home,other,home,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,2,2,1,2,1,10.0,13,14,13
922,GP,F,16,U,LE3,T,4,3,other,other,course,mother,1,3,0,yes,no,no,no,yes,yes,no,no,4,4,2,2,1,5,2.0,12,12,12
923,MS,M,18,R,GT3,T,2,2,other,other,course,mother,2,1,0,yes,yes,no,yes,yes,yes,no,no,1,1,4,1,3,5,9.0,13,11,11
924,MS,M,18,U,LE3,T,4,4,teacher,teacher,other,father,2,1,0,yes,no,yes,yes,yes,yes,yes,yes,5,4,5,3,2,5,11.0,12,13,13
925,GP,M,16,U,LE3,T,2,2,other,other,course,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,4,1,4,5,3.0,16,17,18
926,MS,F,17,U,GT3,T,4,2,services,other,other,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,3,3,2.0,13,14,14
927,GP,F,16,U,GT3,T,2,1,other,at_home,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,2,2,5,0.0,13,13,14
928,GP,M,16,U,LE3,T,1,1,at_home,other,home,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,1,4,1,2,1,4.0,13,14,14
929,GP,F,16,U,GT3,T,1,2,other,other,other,father,1,1,1,no,yes,no,no,yes,no,yes,no,4,4,3,1,3,3,2.0,9,7,6
930,GP,F,18,R,GT3,T,2,2,services,other,reputation,mother,3,2,0,no,yes,no,yes,no,yes,yes,no,4,3,5,1,3,2,4.0,10,10,9
931,MS,M,16,U,GT3,T,4,3,services,services,course,father,2,3,0,yes,no,no,no,yes,yes,no,no,4,2,2,1,3,3,4.0,15,15,15
932,GP,F,15,U,LE3,T,4,2,other,services,course,mother,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,4,5,2,1,3,3.0,11,11,10
933,GP,F,16,U,LE3,T,1,2,at_home,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,4,6.0,10,11,12
934,GP,F,16,U,GT3,T,1,2,services,other,course,father,2,2,0,no,no,no,no,no,yes,yes,yes,1,4,1,2,4,5,0.0,11,9,10
935,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,1,3,3,2.0,11,9,10
936,GP,F,18,U,GT3,T,2,3,services,services,course,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,2,3,3,0.0,12,12,15
937,GP,M,16,U,LE3,A,3,4,other,at_home,other,other,2,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,3,1,2.0,15,15,15
938,MS,M,16,R,LE3,T,1,2,other,services,course,mother,2,1,0,yes,no,no,no,yes,yes,no,no,4,4,2,1,4,3,4.0,9,8,10
939,MS,F,18,R,GT3,T,2,2,other,other,home,mother,1,1,0,no,no,no,yes,yes,yes,no,no,1,2,2,1,1,4,1.0,14,14,14
940,GP,F,16,R,GT3,T,3,3,other,at_home,course,father,2,3,0,no,yes,no,no,yes,yes,yes,no,5,2,4,1,1,5,3.0,13,13,13
941,GP,F,19,U,GT3,T,2,1,services,other,course,other,1,2,3,no,no,no,no,yes,yes,yes,yes,3,2,3,2,2,2,1.0,10,11,11
942,GP,F,15,U,GT3,T,2,2,other,other,reputation,mother,2,1,0,no,no,no,no,no,yes,yes,no,4,4,3,1,1,2,8.0,12,12,12
943,GP,F,17,U,GT3,T,2,1,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,2,4,2,1,2,4,1.0,10,10,10
944,GP,M,16,U,LE3,T,4,1,other,services,reputation,mother,2,2,0,yes,no,no,no,yes,yes,yes,no,3,4,3,1,1,1,1.0,13,14,15
945,GP,F,20,R,GT3,A,3,3,services,at_home,reputation,other,2,2,1,yes,yes,no,no,yes,yes,yes,yes,4,4,1,2,2,4,4.0,14,15,15
946,GP,M,15,U,LE3,A,4,4,services,teacher,course,mother,2,2,0,yes,no,no,yes,yes,yes,no,yes,5,2,3,1,2,3,1.0,8,9,8
947,GP,F,16,U,GT3,T,4,4,teacher,teacher,other,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,4,1,1,5,1.0,14,13,13
948,GP,M,16,U,GT3,T,2,1,other,other,reputation,mother,2,1,0,yes,no,no,yes,no,yes,yes,yes,4,3,5,1,2,5,2.0,16,16,17
949,GP,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,1,4,1,1,5,1.0,12,12,13
950,GP,F,20,R,GT3,T,2,2,other,other,course,other,1,1,1,no,yes,no,no,no,no,no,yes,5,5,3,1,1,3,1.0,10,11,11
951,MS,F,17,R,GT3,T,1,2,at_home,services,other,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,2,1,4,2.0,13,17,17
952,GP,F,17,U,GT3,T,3,2,services,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,4,1,4,1,2,4,1.0,11,10,10
953,MS,M,15,R,GT3,T,2,1,health,other,course,father,3,2,0,yes,no,no,no,yes,yes,yes,no,5,2,5,2,2,5,2.0,12,12,12
954,GP,F,17,U,GT3,T,2,2,at_home,services,reputation,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,4,2,1,4,1.0,14,14,14
